Date,Description,Category,Amount_MXN,Amount_USD,Source_File,Account_Type,Status
2025-01-04,HOMARE JAPONESA         CIUDAD DE MEX,,6120.00,,2025-01.csv,credit,
2025-01-04,MERCADOPAGO*YURT        Miguel Hidalg,,1600.00,,2025-01.csv,credit,
2025-01-04,REST EL MINUTITO        CUAUHTEMOC,,125.00,,2025-01.csv,credit,
2025-01-04,REST EL MINUTITO        CUAUHTEMOC,,375.00,,2025-01.csv,credit,
2025-01-04,REST MOG BISTRO 1       MEXICO,,810.75,,2025-01.csv,credit,
2025-01-04,UBER TRIP               HTTPS://HELP.UB,,109.52,,2025-01.csv,credit,
2025-01-04,UBER TRIP               HTTPS://HELP.UB,,120.18,,2025-01.csv,credit,
2025-01-04,ZTL*GAG BAG             CDMX,,715.00,,2025-01.csv,credit,
2025-01-05,UBER TRIP               HTTPS://HELP.UB,,99.30,,2025-01.csv,credit,
2025-01-06,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,,34.00,,2025-01.csv,credit,
2025-01-06,MERCADOPAGO*AVEC        Cuauht?moc,,3500.00,,2025-01.csv,credit,
2025-01-06,MERCADOPAGO*LOLO        Cuauht?moc,,360.00,,2025-01.csv,credit,
2025-01-06,MERCADOPAGO*VANSMX      Cuauht?moc,,-999.00,,2025-01.csv,credit,
2025-01-06,MICHIGAN                MEXICO,,220.80,,2025-01.csv,credit,
2025-01-06,PAKMAIL ROMA 1          CIUDAD DE MEX,,2700.00,,2025-01.csv,credit,
2025-01-06,ULTRAMARINOS COLISEO RO MEXICO,,824.00,,2025-01.csv,credit,
2025-01-07,FARFETCH MEXICO S.A. DE MEXICO,,16385.00,,2025-01.csv,credit,
2025-01-07,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-01.csv,credit,
2025-01-07,RAPPI*RAPPI MEXICO      MEXICO CITY,,475.80,,2025-01.csv,credit,
2025-01-07,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,,253.00,,2025-01.csv,credit,
2025-01-07,WHITEPAPER.MX           SAN PEDRO GARZA,,159.00,,2025-01.csv,credit,
2025-01-08,CANCINO CIBELES         CIUDAD DE MEX,,385.00,,2025-01.csv,credit,
2025-01-08,INGREDIENTA.COM         MIGUEL HIDALGO,,2817.00,,2025-01.csv,credit,
2025-01-09,AMAZON MX MARKETPLACE*A MEXICO CITY,,199.00,,2025-01.csv,credit,
2025-01-09,REST TACOS ARMANDO      CIUDAD DE MEX,,1092.50,,2025-01.csv,credit,
2025-01-09,Transfer to Karen,Transfer:Karen,10000.00,,banregio-2025-01.pdf,debit,
2025-01-10,AMAZON MX MARKETPLACE*A MEXICO CITY,,527.12,,2025-01.csv,credit,
2025-01-10,BILLPOCKET*VINEDOS Y BO PUEBLA,,175.00,,2025-01.csv,credit,
2025-01-10,BILLPOCKET*VINEDOS Y BO PUEBLA,,469.00,,2025-01.csv,credit,
2025-01-10,ESTADO NATURAL ROMA NOR MEXICO,,148.10,,2025-01.csv,credit,
2025-01-10,F AHORRO MXSO SONORA    CIUDAD DE MEXIC,,58.00,,2025-01.csv,credit,
2025-01-10,MICHIGAN                MEXICO,,128.70,,2025-01.csv,credit,
2025-01-10,WHISTLE.COM             PORTLAND,,175.42,,2025-01.csv,credit,
2025-01-10,ZTL*QUENTIN CAFÉ        MEXICO,,147.00,,2025-01.csv,credit,
2025-01-10,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-01.pdf,debit,
2025-01-11,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,,425.27,,2025-01.csv,credit,
2025-01-11,PETCO CONDESA           MEXICO,,209.00,,2025-01.csv,credit,
2025-01-11,RAPPI*RAPPI MEXICO      MEXICO CITY,,757.80,,2025-01.csv,credit,
2025-01-12,ATRAC CASA GUAPA        CUAUHTEMOC,,750.00,,2025-01.csv,credit,
2025-01-12,BILLPOCKET*CAFE V 15ADD CUAUHTEMOC,,2200.00,,2025-01.csv,credit,
2025-01-12,KURA CONDESA            MEXICO,,947.10,,2025-01.csv,credit,
2025-01-12,REST R ORBITA           CIUDAD DE MEX,,730.25,,2025-01.csv,credit,
2025-01-12,ZTL*QUENTIN CAFÉ        MEXICO,,165.00,,2025-01.csv,credit,
2025-01-13,FS *PUT.IO              877-327-8914,,213.41,,2025-01.csv,credit,
2025-01-13,IKANO RETAIL MÉXICO S.A MEXICO CITY,,11046.00,,2025-01.csv,credit,
2025-01-13,MICHIGAN                CIUDAD DE MEXIC,,169.40,,2025-01.csv,credit,
2025-01-13,THE REST IS HISTORY     HAYWARDS HEATH,,156.16,,2025-01.csv,credit,
2025-01-14,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-01.csv,credit,
2025-01-14,REST CHICAGO BERNIES    CUAUHTEMOC,,286.00,,2025-01.csv,credit,
2025-01-14,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,,1149.00,,2025-01.csv,credit,
2025-01-15,REST MARIOLA            CIUDAD DE MEX,,349.25,,2025-01.csv,credit,
2025-01-15,ROTOPLAS SERVICIO       CDMX,,369.00,,2025-01.csv,credit,
2025-01-16,ATARANTADOS             CIUDAD DE MEX,,326.70,,2025-01.csv,credit,
2025-01-17,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,,253.00,,2025-01.csv,credit,
2025-01-17,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-01.pdf,debit,
2025-01-18,BUNA CAFE RICO SAPI     CIUDAD DE MEX,,45.00,,2025-01.csv,credit,
2025-01-18,REST EL TIGRE SILENCIO  CIUDAD DE MEX,,575.00,,2025-01.csv,credit,
2025-01-18,UBER TRIP               HTTPS://HELP.UB,,62.56,,2025-01.csv,credit,
2025-01-18,UBER TRIP               HTTPS://HELP.UB,,97.50,,2025-01.csv,credit,
2025-01-19,COM RAP TODOS SACAMOS   CIUDAD DE MEX,,1880.25,,2025-01.csv,credit,
2025-01-19,LIVERPOOL INTER 0039    MEXICO DF,,2699.00,,2025-01.csv,credit,
2025-01-19,LIVERPOOL INTER 0039    MEXICO DF,,17990.00,,2025-01.csv,credit,
2025-01-19,NETFLIX.COM             NETFLIX.COM,,489.17,,2025-01.csv,credit,
2025-01-19,RAPPI*RAPPI MEXICO      MEXICO CITY,,30.00,,2025-01.csv,credit,
2025-01-19,RAPPI*RAPPI MEXICO      MEXICO CITY,,1083.80,,2025-01.csv,credit,
2025-01-19,TERUMI                  MEXICO,,938.40,,2025-01.csv,credit,
2025-01-19,UBER TRIP               HTTPS://HELP.UB,,92.53,,2025-01.csv,credit,
2025-01-19,UBER TRIP               HTTPS://HELP.UB,,157.69,,2025-01.csv,credit,
2025-01-20,EL CALIFA REFORMA       MEXICO,,298.10,,2025-01.csv,credit,
2025-01-20,INGREDIENTA.COM         MIGUEL HIDALGO,,-115.60,,2025-01.csv,credit,
2025-01-21,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-01.csv,credit,
2025-01-21,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,,304.70,,2025-01.csv,credit,
2025-01-21,SPOTIFY MX              MEXICO,,129.00,,2025-01.csv,credit,
2025-01-22,AMAZON MX MARKETPLACE*A MEXICO CITY,,565.00,,2025-01.csv,credit,
2025-01-22,AMAZON MX MARKETPLACE*A MEXICO CITY,,1584.75,,2025-01.csv,credit,
2025-01-22,AMAZON MX*AMAZON RETAIL MEXICO CITY,,1136.01,,2025-01.csv,credit,
2025-01-22,CABLE Y COMU MORELIA SA CIUDAD DE MEXIC,,719.38,,2025-01.csv,credit,
2025-01-22,CUOTA ANUAL MENSUALIDAD 03 DE 03,,3073.08,,2025-01.csv,credit,
2025-01-22,IVA APLICABLE,,491.69,,2025-01.csv,credit,
2025-01-22,REST CHICAGO BERNIES    CUAUHTEMOC,,286.00,,2025-01.csv,credit,
2025-01-22,WWW.MUBI.COM            NEW YORK,,179.00,,2025-01.csv,credit,
2025-01-22,ZTL*QUENTIN CAFÉ        MEXICO,,132.00,,2025-01.csv,credit,
2025-01-23,AEROMEXICO 8697744      NUEVO PORTAL,,4486.12,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI MKT*AMAZO MEXICO CITY,,42.45,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI MKT*AMAZO MEXICO CITY,,450.69,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI MKT*AMAZO MEXICO CITY,,569.14,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI MKT*AMAZO MEXICO CITY,,1021.50,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI RETAIL*AM MEXICO CITY,,966.59,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI RETAIL*AM MEXICO CITY,,1091.39,,2025-01.csv,credit,
2025-01-23,AMAZON MX MSI RETAIL*AM MEXICO CITY,,1666.42,,2025-01.csv,credit,
2025-01-23,APPLE.COM/BILL          CUPERTINO,,17.00,,2025-01.csv,credit,
2025-01-23,APPLE.COM/BILL          CUPERTINO,,109.00,,2025-01.csv,credit,
2025-01-23,APPLE.COM/BILL          CUPERTINO,,347.00,,2025-01.csv,credit,
2025-01-23,APPLE.COM/BILL          CUPERTINO,,1290.00,,2025-01.csv,credit,
2025-01-23,CANCINO CIBELES         CIUDAD DE MEX,,379.50,,2025-01.csv,credit,
2025-01-23,ELPALACIOHIERRO COM     MEXICO,,1220.34,,2025-01.csv,credit,
2025-01-23,GAIA DESIGN             CUAUHTEMOC,,2055.34,,2025-01.csv,credit,
2025-01-23,GOOGLE *NEST            G.CO/HELPPAY#,,150.00,,2025-01.csv,credit,
2025-01-23,GOOGLE *WORKSPACE       CC@GOOGLE.COM,,200.00,,2025-01.csv,credit,
2025-01-23,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,,139.00,,2025-01.csv,credit,
2025-01-23,PALACIODEHIERRO DURANGO MEXICO,,6658.94,,2025-01.csv,credit,
2025-01-23,Transfer to Karen,Transfer:Karen,3500.00,,banregio-2025-01.pdf,debit,
2025-01-24,AMAZON MX MARKETPLACE*A MEXICO CITY,,1555.70,,2025-01.csv,credit,
2025-01-24,ANECDOTA CAFE           CIUDAD DE MEX,,145.00,,2025-01.csv,credit,
2025-01-24,BILLPOCKET*CAFE V 15ADD CUAUHTEMOC,,3200.00,,2025-01.csv,credit,
2025-01-24,MICHIGAN                MEXICO,,211.20,,2025-01.csv,credit,
2025-01-24,REST SARTORIA           CIUDAD DE MEX,,4307.90,,2025-01.csv,credit,
2025-01-24,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-01.pdf,debit,
2025-01-25,BUNA CAFE RICO SAPI     CIUDAD DE MEX,,410.00,,2025-01.csv,credit,
2025-01-25,RAPPI*RAPPI MEXICO      MEXICO CITY,,233.25,,2025-01.csv,credit,
2025-01-25,RAPPI*RAPPI MEXICO      MEXICO CITY,,240.80,,2025-01.csv,credit,
2025-01-25,UBER TRIP               HTTPS://HELP.UB,,94.87,,2025-01.csv,credit,
2025-01-25,UBER TRIP               HTTPS://HELP.UB,,100.54,,2025-01.csv,credit,
2025-01-26,AMAZON MX MARKETPLACE*A MEXICO CITY,,119.20,,2025-01.csv,credit,
2025-01-26,AMAZON MX MARKETPLACE*A MEXICO CITY,,199.00,,2025-01.csv,credit,
2025-01-26,AMAZON MX MARKETPLACE*A MEXICO CITY,,299.00,,2025-01.csv,credit,
2025-01-26,AMAZON MX*AD FREE FOR P MEXICO CITY,,50.00,,2025-01.csv,credit,
2025-01-26,BZPAY*KOYI SUSHI        CUAUHTEMOC,,724.50,,2025-01.csv,credit,
2025-01-26,FUGU                    CIUDAD DE MEX,,2935.95,,2025-01.csv,credit,
2025-01-26,NEWTON SIEMBRA          MEXICO,,832.60,,2025-01.csv,credit,
2025-01-26,UBER TRIP               HTTPS://HELP.UB,,108.68,,2025-01.csv,credit,
2025-01-26,UBER TRIP               HTTPS://HELP.UB,,195.89,,2025-01.csv,credit,
2025-01-27,AUDIBLE*ZG3IS2DF1       AMZN.COM/BILL,,317.82,,2025-01.csv,credit,
2025-01-27,REST DR PIZZA CONDESA 0 CIUDAD DE MEX,,989.00,,2025-01.csv,credit,
2025-01-27,UBER TRIP               HTTPS://HELP.UB,,76.91,,2025-01.csv,credit,
2025-01-28,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,,422.44,,2025-01.csv,credit,
2025-01-28,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-01.csv,credit,
2025-01-28,INGREDIENTA.COM         MIGUEL HIDALGO,,1858.00,,2025-01.csv,credit,
2025-01-28,REST CHICAGO BERNIES    CUAUHTEMOC,,286.00,,2025-01.csv,credit,
2025-01-28,Transfer to Karen,Transfer:Karen,1000.00,,banregio-2025-01.pdf,debit,
2025-01-29,AMAZON MX*AMAZON RETAIL MEXICO CITY,,665.57,,2025-01.csv,credit,
2025-01-29,DON ASADO REFORMA       MEXICO,,1323.30,,2025-01.csv,credit,
2025-01-30,"GITHUB, INC.            SAN FRANCISCO",,294.03,,2025-01.csv,credit,
2025-01-30,MERCADOPAGO*ENHUMOBBQ   Iztapalapa,,335.00,,2025-01.csv,credit,
2025-01-30,RAPPI*RAPPI MEXICO      MEXICO CITY,,30.00,,2025-01.csv,credit,
2025-01-30,RAPPI*RAPPI MEXICO      MEXICO CITY,,510.85,,2025-01.csv,credit,
2025-01-31,ATARANTADOS             CIUDAD DE MEX,,380.60,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-50000.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-49900.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-49800.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-49700.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-49600.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-49500.00,,2025-01.csv,credit,
2025-01-31,GRACIAS POR SU PAGO EN LINEA,,-16086.84,,2025-01.csv,credit,
2025-01-31,OFFICE DEPOT HAMBURGO   MEXICO,,138.00,,2025-01.csv,credit,
2025-01-31,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-01.pdf,debit,
2025-02-01,GIGI                    MEXICO,,718.75,,2025-02.csv,credit,
2025-02-01,GOOGLE *GSUITE_ROMERO.  CC@GOOGLE.COM,,144.00,,2025-02.csv,credit,
2025-02-01,OPENPAY*STARLINK        CIUDAD DE MEXIC,,1100.00,,2025-02.csv,credit,
2025-02-02,GIGI                    MEXICO,,661.25,,2025-02.csv,credit,
2025-02-02,PASTELERIA FICELLE      CIUDAD DE MEX,,2055.00,,2025-02.csv,credit,
2025-02-02,RAPPI*RAPPI MEXICO      MEXICO CITY,,483.80,,2025-02.csv,credit,
2025-02-02,X CORP. PAID FEATURES   BASTROP,,169.30,,2025-02.csv,credit,
2025-02-03,AMAZON MX*PRIME VIDEO C MEXICO CITY,,109.00,,2025-02.csv,credit,
2025-02-03,IKANO RETAIL MÉXICO S.A MEXICO CITY,,-10796.00,,2025-02.csv,credit,
2025-02-03,MERCADOPAGO*7REGIONES   Iztacalco,,337.00,,2025-02.csv,credit,
2025-02-03,MERCADOPAGO*BLENDSTATIO Cuauht?moc,,84.00,,2025-02.csv,credit,
2025-02-03,PASTELERIA FICELLE      CIUDAD DE MEX,,38.00,,2025-02.csv,credit,
2025-02-03,PETCO CONDESA II        CUAUHTEMOC,,2258.50,,2025-02.csv,credit,
2025-02-03,RAPPI*RAPPI MEXICO      MEXICO CITY,,635.80,,2025-02.csv,credit,
2025-02-03,REST MONSIEUR CROQUE    CIUDAD DE MEX,,644.00,,2025-02.csv,credit,
2025-02-04,AMAZON MX MARKETPLACE*A MEXICO CITY,,-4.11,,2025-02.csv,credit,
2025-02-04,CGO AUT TELCEL REGION 8 MERIDA,,965.12,,2025-02.csv,credit,
2025-02-04,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-02.csv,credit,
2025-02-04,INGREDIENTA.COM         MIGUEL HIDALGO,,-104.05,,2025-02.csv,credit,
2025-02-04,NAAR MEDITERRANEAN GRI  CIUDAD DE MEX,,253.00,,2025-02.csv,credit,
2025-02-04,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,,4101.26,,2025-02.csv,credit,
2025-02-04,ZTL*OPERADORA DE CAFETE METEPEC,,100.00,,2025-02.csv,credit,
2025-02-04,Transfer to Karen,Transfer:Karen,1100.00,,banregio-2025-02.pdf,debit,
2025-02-05,AMAZON MX MARKETPLACE*A MEXICO CITY,,439.10,,2025-02.csv,credit,
2025-02-05,IKANO RETAIL MÉXICO S.A MEXICO CITY,,-250.00,,2025-02.csv,credit,
2025-02-05,REST OJO ROJO DINNER    CIUDAD DE MEX,,324.50,,2025-02.csv,credit,
2025-02-06,BILLPOCKET*CAFE V 8DF0A CUAUHTEMOC,,2200.00,,2025-02.csv,credit,
2025-02-06,DELIRIO                 MEXICO,,296.44,,2025-02.csv,credit,
2025-02-06,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,,34.00,,2025-02.csv,credit,
2025-02-06,MERCADOPAGO*LOLO        Cuauht?moc,,280.00,,2025-02.csv,credit,
2025-02-06,REST EL CALIFA ALVARO   CIUDAD DE MEX,,298.10,,2025-02.csv,credit,
2025-02-07,AMAZON MX MARKETPLACE*A MEXICO CITY,,670.88,,2025-02.csv,credit,
2025-02-07,PORCO ROSSO BBQ ROMA PO CUAUHTEMOC,,510.00,,2025-02.csv,credit,
2025-02-07,WHITEPAPER.MX           SAN PEDRO GARZA,,159.00,,2025-02.csv,credit,
2025-02-08,AMAZON MX MARKETPLACE*A MEXICO CITY,,377.52,,2025-02.csv,credit,
2025-02-08,APPLE MEXICO Apple Mexi MEXICO,,3299.00,,2025-02.csv,credit,
2025-02-08,BBQ COREANO 000273852   CIUDAD DE MEX,,2081.50,,2025-02.csv,credit,
2025-02-08,BUNA CAFE RICO SAPI     CIUDAD DE MEX,,121.00,,2025-02.csv,credit,
2025-02-08,MERCADOPAGO*BNREVENTOS  San Jacinto A,,500.00,,2025-02.csv,credit,
2025-02-08,MERCADOPAGO*BNREVENTOS  San Jacinto A,,500.00,,2025-02.csv,credit,
2025-02-08,RAPPI*RAPPI MEXICO      MEXICO CITY,,30.00,,2025-02.csv,credit,
2025-02-08,RAPPI*RAPPI MEXICO      MEXICO CITY,,1080.80,,2025-02.csv,credit,
2025-02-08,REST TAVERNA            CIUDAD DE MEX,,1656.00,,2025-02.csv,credit,
2025-02-08,UBER TRIP               HTTPS://HELP.UB,,128.75,,2025-02.csv,credit,
2025-02-08,UBER TRIP               HTTPS://HELP.UB,,191.08,,2025-02.csv,credit,
2025-02-09,ATRAC CASA GUAPA        CUAUHTEMOC,,750.00,,2025-02.csv,credit,
2025-02-09,BILLPOCKET*KANABOS 54A2 MIGUEL HIDALG,,600.00,,2025-02.csv,credit,
2025-02-09,MERCADOPAGO*BLENDSTATIO Cuauht?moc,,80.00,,2025-02.csv,credit,
2025-02-09,PASTELERIA FICELLE      CIUDAD DE MEX,,85.00,,2025-02.csv,credit,
2025-02-09,SR PAGO*VTA ARQUILECTUR DISTRITO FEDERA,,600.00,,2025-02.csv,credit,
2025-02-09,UBER TRIP               HTTPS://HELP.UB,,40.87,,2025-02.csv,credit,
2025-02-09,UBER TRIP               HTTPS://HELP.UB,,66.05,,2025-02.csv,credit,
2025-02-09,UBER TRIP               HTTPS://HELP.UB,,89.95,,2025-02.csv,credit,
2025-02-09,ZTL*CAN CAN PROJECTS &  CDMX,,1000.00,,2025-02.csv,credit,
2025-02-10,AMAZON MX MARKETPLACE*A MEXICO CITY,,269.99,,2025-02.csv,credit,
2025-02-10,AMAZON MX MARKETPLACE*A MEXICO CITY,,565.00,,2025-02.csv,credit,
2025-02-10,AMAZON MX MARKETPLACE*A MEXICO CITY,,932.04,,2025-02.csv,credit,
2025-02-10,AMAZON MX MARKETPLACE*A MEXICO CITY,,2800.00,,2025-02.csv,credit,
2025-02-10,RAPPI*RAPPI MEXICO      MEXICO CITY,,30.00,,2025-02.csv,credit,
2025-02-10,RAPPI*RAPPI MEXICO      MEXICO CITY,,454.80,,2025-02.csv,credit,
2025-02-10,REST OJO ROJO DINNER    CIUDAD DE MEX,,345.00,,2025-02.csv,credit,
2025-02-10,WHISTLE.COM             PORTLAND,,175.12,,2025-02.csv,credit,
2025-02-10,Transfer to Karen,Transfer:Karen,4500.00,,banregio-2025-02.pdf,debit,
2025-02-11,AMAZON MX*AMAZON RETAIL MEXICO CITY,,139.00,,2025-02.csv,credit,
2025-02-11,AMAZON MX*AMAZON RETAIL MEXICO CITY,,169.00,,2025-02.csv,credit,
2025-02-11,EL CALIFA ROMA          MEXICO,,311.65,,2025-02.csv,credit,
2025-02-11,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-02.csv,credit,
2025-02-11,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-02.pdf,debit,
2025-02-12,FS *PUT.IO              877-327-8914,,210.23,,2025-02.csv,credit,
2025-02-12,PETCO CONDESA           MEXICO,,446.40,,2025-02.csv,credit,
2025-02-12,RAPPI*RAPPI MEXICO      MEXICO CITY,,130.50,,2025-02.csv,credit,
2025-02-12,REST OJO ROJO DINNER    CIUDAD DE MEX,,385.00,,2025-02.csv,credit,
2025-02-13,APPLE.COM/BILL          CUPERTINO,,199.00,,2025-02.csv,credit,
2025-02-13,ATARANTADOS             CIUDAD DE MEX,,348.00,,2025-02.csv,credit,
2025-02-13,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,,1148.00,,2025-02.csv,credit,
2025-02-13,THE REST IS HISTORY     HAYWARDS HEATH,,158.30,,2025-02.csv,credit,
2025-02-13,Transfer to Karen,Transfer:Karen,2000.00,,banregio-2025-02.pdf,debit,
2025-02-14,PET POINT               CUAUHTEMOC,,8325.00,,2025-02.csv,credit,
2025-02-14,UBER TRIP               HTTPS://HELP.UB,,50.00,,2025-02.csv,credit,
2025-02-14,UBER TRIP               HTTPS://HELP.UB,,97.85,,2025-02.csv,credit,
2025-02-14,UBER TRIP               HTTPS://HELP.UB,,99.91,,2025-02.csv,credit,
2025-02-15,RAPPI*RAPPI MEXICO      MEXICO CITY,,1045.80,,2025-02.csv,credit,
2025-02-15,RAPPI*RAPPI MEXICO      MEXICO CITY,,1378.80,,2025-02.csv,credit,
2025-02-15,ZTL*ODETTE CUISINE      CDMX,,176.00,,2025-02.csv,credit,
2025-02-16,AMAZON MX MARKETPLACE*A MEXICO CITY,,-836.38,,2025-02.csv,credit,
2025-02-16,AMAZON MX*AMAZON RETAIL MEXICO CITY,,103.44,,2025-02.csv,credit,
2025-02-16,ETSY.COM - HANDPICKEDBY IRELAND,,4299.10,,2025-02.csv,credit,
2025-02-16,IKANO RETAIL MÉXICO S.A MEXICO CITY,,8598.00,,2025-02.csv,credit,
2025-02-16,MERCADOPAGO*TEMUCOM     CDMX,,2661.47,,2025-02.csv,credit,
2025-02-16,PETCO CONDESA II        CUAUHTEMOC,,159.00,,2025-02.csv,credit,
2025-02-16,RAPPI*RAPPI MEXICO      MEXICO CITY,,30.00,,2025-02.csv,credit,
2025-02-16,RAPPI*RAPPI MEXICO      MEXICO CITY,,602.80,,2025-02.csv,credit,
2025-02-16,ROTOPLAS SERVICIO       CDMX,,369.00,,2025-02.csv,credit,
2025-02-16,WWW.KISMAS.COM          +37068309520,,17737.42,,2025-02.csv,credit,
2025-02-17,AMAZON MX MARKETPLACE*A MEXICO CITY,,3749.00,,2025-02.csv,credit,
2025-02-17,REST OJO ROJO DINNER    CIUDAD DE MEX,,385.00,,2025-02.csv,credit,
2025-02-17,Transfer to Karen,Transfer:Karen,4000.00,,banregio-2025-02.pdf,debit,
2025-02-18,ATARANTADOS             CIUDAD DE MEX,,308.00,,2025-02.csv,credit,
2025-02-18,GOOGLE *TINDER          G.CO/HELPPAY#,,164.00,,2025-02.csv,credit,
2025-02-18,Mortgage Payment,Housing:Mortgage,25379.73,,banregio-2025-02.pdf,debit,
2025-02-19,NETFLIX.COM             NETFLIX.COM,,482.14,,2025-02.csv,credit,
2025-02-19,RESTAURAT CAMOMILA      CIUDAD DE MEX,,486.20,,2025-02.csv,credit,
2025-02-19,ZTL*QUENTIN CAFÉ        MEXICO,,55.00,,2025-02.csv,credit,
2025-02-19,Transfer to Karen,Transfer:Karen,2000.00,,banregio-2025-02.pdf,debit,
2025-02-20,ADC DHL EXPRESS MEXICO  MEXICO,,5713.84,,2025-02.csv,credit,
2025-02-20,AMAZON MX MARKETPLACE*A MEXICO CITY,,668.68,,2025-02.csv,credit,
2025-02-20,BELMONDO                MEXICO,,346.50,,2025-02.csv,credit,
2025-02-20,Transfer to Karen,Transfer:Karen,3860.00,,banregio-2025-02.pdf,debit,
2025-02-21,MERCADOPAGO*ANTQMORE    Nezahualcoyot,,1000.00,,2025-02.csv,credit,
2025-02-21,MERCADOPAGO*GONZALITOS  Cuauht?moc,,391.60,,2025-02.csv,credit,
2025-02-21,REST LARDO              CIUDAD DE MEX,,615.25,,2025-02.csv,credit,
2025-02-21,SPOTIFY MX              MEXICO,,129.00,,2025-02.csv,credit,
