Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
31 Aug 2025,01 Sep 2025,MERCADOPAGO*LOLO        Cuauht?moc,350.00,,,RFCMAG2105031W3 /REF124368726988,MERCADOPAGO*LOLO        Cuauht?moc,"CERRADA ORIZABA 246
CUAUHTEMOC",,06700,MEXICO,'AT252440004000010317109'
31 Aug 2025,01 Sep 2025,NETPAY*GRUPO COLUMPIO 7 Ciudad De Mexic,10500.00,,,RFCNPA0803124V6 /REF19001411,NETPAY*GRUPO COLUMPIO 7 Ciudad De Mexic,"FERNANDO MONTES DE OCA 43
CUAUHTEMOC",,06140,MEXICO,'AT252440004000010324788'
31 Aug 2025,01 Sep 2025,UBER TRIP               HTTPS://HELP.UB,129.53,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252440004000010340811'
30 Aug 2025,01 Sep 2025,AMAZON MKTPL*X92BT9QK3  AMZN.COM/BILL,621.81,,,,AMAZON MKTPL*X92BT9QK3  AMZN.COM/BILL,"440 TERRY AVE N
SEATTLE",,98109,UNITED STATES,'AT252440004000010338949'
30 Aug 2025,31 Aug 2025,BAR MOG BISTRO 00038147 CIUDAD DE MEX,968.00,,,RFCEMS0912039N7,BAR MOG BISTRO 00038147 CIUDAD DE MEX,"FRONTERA INT A ROMA NORTE 168
ROMA NORTE
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252430004000010304109'
30 Aug 2025,30 Aug 2025,"GITHUB, INC.            SAN FRANCISCO",268.06,14.00 USD,,,"GITHUB, INC.            SAN FRANCISCO","275 BRANNAN STREET
SAN FRANCISCO
CA",,94107,UNITED STATES,'AT252420004000010355494'
30 Aug 2025,30 Aug 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1009.70,,,RFCTRA150604TW1 /REF908a6890-d46f-4a55-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252420004000010330926'
28 Aug 2025,29 Aug 2025,ALMANEGRA CAFE          CIUDAD DE MEX,48.40,,,RFCBMN930209927 /REF821330894772,ALMANEGRA CAFE          CIUDAD DE MEX,"CA ZACATECAS NO 180
ROMA NORTE
CIUDAD DE MEXICO CDMX",,6700,MEXICO,'AT252410004000010278051'
28 Aug 2025,29 Aug 2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,383.11,20.00 USD,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252410004000010306247'
28 Aug 2025,29 Aug 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,367.40,,,RFCBBA830831LJ2 /REFMLBI6MIRFMAA,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252410004000010282890'
27 Aug 2025,27 Aug 2025,AUDIBLE*RO73Y7P93       AMZN.COM/BILL,286.97,14.95 USD,,,AUDIBLE*RO73Y7P93       AMZN.COM/BILL,"1 WASHINGTON PARK
NEWARK
NJ",,07102-3122,UNITED STATES,'AT252390004000010321174'
27 Aug 2025,29 Aug 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,395.00,,,,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252410004000010305249'
27 Aug 2025,28 Aug 2025,LA 20 DEL VALLE         MEXICO,733.00,,,RFCVME1902284C1 /REF001167,LA 20 DEL VALLE         MEXICO,"OKLAHOMA NO 13 0
NAPOLES
BENITO JUAREZ
MEXICO",,03810,MEXICO,'AT252400004000010333718'
27 Aug 2025,27 Aug 2025,UBER TRIP               HTTPS://HELP.UB,90.31,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252390004000010322029'
27 Aug 2025,28 Aug 2025,UBER TRIP               HTTPS://HELP.UB,195.28,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252400004000010323938'
26 Aug 2025,26 Aug 2025,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00,,,RFCANE140618P37 /REF3nebw4i1m9ahuKv5WzDh,AMAZON MX*AD FREE FOR P MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252380004000010316357'
26 Aug 2025,27 Aug 2025,ANTHROPIC               SAN FRANCISCO,4797.19,250.00 USD,,,ANTHROPIC               SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252390004000010304685'
26 Aug 2025,27 Aug 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,310.50,,,RFCBBA830831LJ2 /REFJ7AKX413GKVK,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252390004000010312058'
25 Aug 2025,26 Aug 2025,BUNA CAFE RICO LIVER    CIUDAD DE MEX,335.00,,,RFCBBA830831LJ2 /REFZJR4QQFLCOX0,BUNA CAFE RICO LIVER    CIUDAD DE MEX,"AV AMSTERDAM 285 SN
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252380004000010317929'
25 Aug 2025,26 Aug 2025,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,732.60,,,RFCBBA830831LJ2 /REFF1ZUTMXA0WXT,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,"C HUICHAPAN 25 1
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252380004000010317896'
25 Aug 2025,25 Aug 2025,DWELL ALL ACCESS        MIAMI,1531.01,79.99 USD,,,DWELL ALL ACCESS        MIAMI,"""701 BRICKELL AVENUE, SUIT""
MIAMI
FL",,33131,UNITED STATES,'AT252370004000010341054'
24 Aug 2025,24 Aug 2025,APPLE.COM/BILL          CUPERTINO,257.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252360004000010279351'
24 Aug 2025,25 Aug 2025,GOOGLE *NEST            G.CO/HELPPAY#,200.00,,,,GOOGLE *NEST            G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252370004000010343002'
24 Aug 2025,24 Aug 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,875.70,,,RFCTRA150604TW1 /REFa779ef5b-5efa-44d6-9,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252360004000010281579'
23 Aug 2025,23 Aug 2025,APPLE.COM/BILL          CUPERTINO,17.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252350004000010321926'
23 Aug 2025,23 Aug 2025,APPLE.COM/BILL          CUPERTINO,129.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252350004000010322127'
23 Aug 2025,23 Aug 2025,APPLE.COM/BILL          CUPERTINO,319.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252350004000010321924'
23 Aug 2025,23 Aug 2025,EL PALACIO DE HIERRO DU MEXICO,3166.56,,,"CARGO 02 DE 09
RFCPHI830429MG6 /REF000000001217",EL PALACIO DE HIERRO DU MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252080204000010325280'
23 Aug 2025,24 Aug 2025,FELIXES FELICES AV MEXI MEXICO,181.50,,,RFCFFE150814I57 /REF001755,FELIXES FELICES AV MEXI MEXICO,"AV MEXICO 99 LOC A
HIPODROMO
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT252360004000010284912'
23 Aug 2025,24 Aug 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252360004000010269364'
23 Aug 2025,24 Aug 2025,LO DE JULIO RESTAURANT  CIUDAD DE MEX,940.70,,,RFCBMN930209927 /REF731356730503,LO DE JULIO RESTAURANT  CIUDAD DE MEX,"OXFORD NO 35
JUAREZ
CIUDAD DE MEXICO CDMX",,06600,MEXICO,'AT252360004000010277751'
23 Aug 2025,23 Aug 2025,PALACIODEHIERRO DURANGO MEXICO,4263.25,,,"CARGO 03 DE 12
RFCPHI830429MG6 /REF843815",PALACIODEHIERRO DURANGO MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT251880304000010316517'
23 Aug 2025,24 Aug 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00,,,RFCOLA1012082G0 /REF4036497550,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252360004000010277902'
23 Aug 2025,23 Aug 2025,UBER TRIP               HTTPS://HELP.UB,106.57,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252350004000010308406'
23 Aug 2025,23 Aug 2025,UBER TRIP               HTTPS://HELP.UB,117.49,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252350004000010310137'
23 Aug 2025,23 Aug 2025,UBER TRIP               HTTPS://HELP.UB,135.85,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252350004000010308448'
23 Aug 2025,24 Aug 2025,UBER TRIP               HTTPS://HELP.UB,151.17,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252360004000010272120'
22 Aug 2025,24 Aug 2025,OEL*ABYSSMO             CUAHUTEMOC,3103.85,,,RFCOLI000404TT4 /REFY3BUMYZZYOG8,OEL*ABYSSMO             CUAHUTEMOC,"AVENIDA NUEVO LEON 89
CUAHUTEMOC",,53100,MEXICO,'AT252360004000010269740'
22 Aug 2025,23 Aug 2025,REST ARFELL FT          CUAUHTEMOC,99.00,,,RFCBLI120726UF6 /REF9VXQNEUCFDFH,REST ARFELL FT          CUAUHTEMOC,"PACHUCA 100
CUAUHTEMOC",,06140,MEXICO,'AT252350004000010325856'
22 Aug 2025,23 Aug 2025,REST CHORIPA            CIUDAD DE MEX,500.50,,,RFCBBA830831LJ2 /REF3Y6S95DRFUY8,REST CHORIPA            CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252350004000010317420'
