Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
29 Sep 2025,29 Sep 2025,UBER EATS               HTTPS://HELP.UB,657.18,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252720004000010316897'
28 Sep 2025,29 Sep 2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,377.57,20.00 USD,,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252720004000010333934'
28 Sep 2025,29 Sep 2025,ROJO BISTROT            CIUDAD DE MEX,1765.50,,,RFCBMN930209927 /REF851350223377,ROJO BISTROT            CIUDAD DE MEX,"CA AMSTERDAM NO 71 C
CONDESA
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252720004000010317757'
28 Sep 2025,28 Sep 2025,UBER TRIP               HTTPS://HELP.UB,145.97,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252710004000010316431'
28 Sep 2025,29 Sep 2025,ZTL*QUENTIN CAFÉ        MEXICO,420.00,,,RFCOPM150323DI1 /REF067008334550,ZTL*QUENTIN CAFÉ        MEXICO,"BRUSELAS 11 JUAREZ
MEXICO",,06600,MEXICO,'AT252720004000010339623'
27 Sep 2025,27 Sep 2025,AUDIBLE*NJ11V3KU0       AMZN.COM/BILL,282.24,14.95 USD,,,AUDIBLE*NJ11V3KU0       AMZN.COM/BILL,"1 WASHINGTON PARK
NEWARK
NJ",,07102-3122,UNITED STATES,'AT252700004000010324929'
27 Sep 2025,29 Sep 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,395.00,,,,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252720004000010314971'
27 Sep 2025,28 Sep 2025,NETPAY*MARMOTA PLAZACiu Ciudad De Mexic,2087.25,,,RFCNPA0803124V6 /REF19291905,NETPAY*MARMOTA PLAZACiu Ciudad De Mexic,"PLAZA RIO DE JANEIRO 53
CUAUHTEMOC",,06700,MEXICO,'AT252710004000010322401'
27 Sep 2025,28 Sep 2025,REST SUCURSAL ALFIL     CUAUHTEMOC,1880.25,,,RFCBLI120726UF6 /REFML6Q6VCPLSCM,REST SUCURSAL ALFIL     CUAUHTEMOC,"AVENIDA SONORA 57
CUAUHTEMOC",,06700,MEXICO,'AT252710004000010323166'
26 Sep 2025,26 Sep 2025,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00,,,RFCANE140618P37 /REF2ZF2QydPFb2lJWB0uRkD,AMAZON MX*AD FREE FOR P MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252690004000010325218'
26 Sep 2025,27 Sep 2025,HOMARE JAPONESA         CIUDAD DE MEX,3156.00,,,RFCBMI9312038R3 /REF000000000075,HOMARE JAPONESA         CIUDAD DE MEX,"ZACATECAS NO 17
ROMA NORTE
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252700004000010322921'
25 Sep 2025,26 Sep 2025,REST CHORIPA            CIUDAD DE MEX,627.55,,,RFCBBA830831LJ2 /REFOUYR3UKEFHNW,REST CHORIPA            CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252690004000010339240'
24 Sep 2025,24 Sep 2025,APPLE.COM/BILL          CUPERTINO,138.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252670004000010320631'
24 Sep 2025,25 Sep 2025,LE PAIN QUOTIDIEN ROMA  MEXICO,323.40,,,RFCOLP080326HW2 /REF000093,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252680004000010298656'
24 Sep 2025,25 Sep 2025,MERCADOPAGO*CALIMENCORP Manzanillo,1710.00,,,RFCMAG2105031W3 /REF126860484041,MERCADOPAGO*CALIMENCORP Manzanillo,"CONSTUTUCION 3
MANZANILLO",,28239,MEXICO,'AT252680004000010308178'
24 Sep 2025,24 Sep 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,118.50,,,RFCTRA150604TW1 /REF2de42aa8-7068-40f3-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252670004000010307460'
24 Sep 2025,25 Sep 2025,ZTL*CONDOMECAFÉ         MEXICO,59.00,,,RFCOPM150323DI1 /REF067008284925,ZTL*CONDOMECAFÉ         MEXICO,"AGUA 416
MEXICO",,01900,MEXICO,'AT252680004000010300416'
23 Sep 2025,23 Sep 2025,APPLE.COM/BILL          CUPERTINO,17.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252660004000010334149'
23 Sep 2025,23 Sep 2025,APPLE.COM/BILL          CUPERTINO,129.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252660004000010334333'
23 Sep 2025,23 Sep 2025,APPLE.COM/BILL          CUPERTINO,498.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252660004000010334148'
23 Sep 2025,24 Sep 2025,ATARANTADOS             CIUDAD DE MEX,346.50,,,RFCBBA830831LJ2 /REFRG7AZ5E4Z1XN,ATARANTADOS             CIUDAD DE MEX,"C CORDOBA 113 L2
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252670004000010336917'
23 Sep 2025,23 Sep 2025,EL PALACIO DE HIERRO DU MEXICO,3166.56,,,"CARGO 03 DE 09
RFCPHI830429MG6 /REF000000001217",EL PALACIO DE HIERRO DU MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252080304000010325280'
23 Sep 2025,25 Sep 2025,GOOGLE *NEST            G.CO/HELPPAY#,200.00,,,,GOOGLE *NEST            G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252680004000010288441'
23 Sep 2025,24 Sep 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252670004000010307871'
23 Sep 2025,23 Sep 2025,PALACIODEHIERRO DURANGO MEXICO,4263.25,,,"CARGO 04 DE 12
RFCPHI830429MG6 /REF843815",PALACIODEHIERRO DURANGO MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT251880404000010316517'
23 Sep 2025,24 Sep 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00,,,RFCOLA1012082G0 /REF4100931185,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252670004000010333467'
22 Sep 2025,23 Sep 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,198.00,,,RFCBBA830831LJ2 /REF10L4NV2J0O0G,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252660004000010339127'
21 Sep 2025,23 Sep 2025,GOOGLE *SKYALERT        G.CO/HELPPAY#,249.00,,,,GOOGLE *SKYALERT        G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT252660004000010322265'
