Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
03 Dec 2025,04 Dec 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,39.00,,,RFCBBA830831LJ2 /REFCCJPWSLQZ0OO,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253380004000010343405'
03 Dec 2025,04 Dec 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,324.50,,,RFCBBA830831LJ2 /REFPRZT0YJP7YXN,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253380004000010343404'
03 Dec 2025,09 Dec 2025,TUS PILATES             CIUDAD DE MEX,250.00,,,RFCBBA830831LJ2 /REF001WSQZMMVAU,TUS PILATES             CIUDAD DE MEX,"C GUADALAJARA INT PLAN 93
CUAUHTEMOC
DF
CIUDAD DE MEXICO CDMX",,06500,MEXICO,'AT253430004000010360466'
02 Dec 2025,02 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,1779.78,,,RFCANE140618P37 /REF1LT5Es0JPj8l3pvoQetL,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253360004000010373123'
02 Dec 2025,02 Dec 2025,APPLE.COM/BILL          CUPERTINO,199.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253360004000010372088'
02 Dec 2025,03 Dec 2025,PORCO ROSSO BBQ ROMA PO CUAUHTEMOC,495.00,,,RFCPRB150319NA0 /REF004021225140122,PORCO ROSSO BBQ ROMA PO CUAUHTEMOC,"ZACATECAS 102
ROMA NORTE
CUAUHTEMOC
CUAUHTEMOC",,06700,MEXICO,'AT253370004000010344671'
02 Dec 2025,03 Dec 2025,SP MARIEMUR             SHERIDAN,378.32,20.14 USD,,,SP MARIEMUR             SHERIDAN,"30 N GOULD ST. STE R
SHERIDAN
WY",,82801,UNITED STATES,'AT253370004000010368080'
02 Dec 2025,03 Dec 2025,SP MARIEMUR             SHERIDAN,7245.88,385.73 USD,,,SP MARIEMUR             SHERIDAN,"30 N GOULD ST. STE R
SHERIDAN
WY",,82801,UNITED STATES,'AT253370004000010368081'
02 Dec 2025,03 Dec 2025,X CORP. PAID FEATURES   BASTROP,150.28,8.00 USD,,,X CORP. PAID FEATURES   BASTROP,"SUITE 900
1355 MARKET ST
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT253370004000010339963'
01 Dec 2025,01 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,274.69,,,RFCANE140618P37 /REF4bFnwF653qT3jcw6IUQq,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253340004000010354851'
01 Dec 2025,01 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,282.48,,,RFCANE140618P37 /REF2DeSKSFydCF9NDziVX9G,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253340004000010354692'
01 Dec 2025,01 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,700.50,,,RFCANE140618P37 /REFwMdol3Q8b55yzCxcbNjt,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253350004000010407851'
01 Dec 2025,01 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,358.55,,,RFCANE140618P37 /REF2UG0xZDtHLt4qHqPR8II,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253350004000010395518'
01 Dec 2025,02 Dec 2025,BOUT DH EXPRESS         CUAUHTEMOC,400.00,,,RFCBLI120726UF6 /REFSFFLXW1WB0QW,BOUT DH EXPRESS         CUAUHTEMOC,"AVENIDA ALVARO OBREGON 250
CUAUHTEMOC",,06700,MEXICO,'AT253360004000010357147'
01 Dec 2025,01 Dec 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,194.88,,,RFCOLA1012082G0 /REF4245147784,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253350004000010396958'
01 Dec 2025,02 Dec 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,198.00,,,RFCBBA830831LJ2 /REFCF5NL7TC1LUV,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253360004000010367877'
01 Dec 2025,02 Dec 2025,STARLINK                CIUDAD DE MEXIC,1305.00,,,RFCDME180122DU4 /REFO160XYVBNM0T,STARLINK                CIUDAD DE MEXIC,"AVENIDA INSURGENTES SUR 540
CIUDAD DE MEXIC",,06760,MEXICO,'AT253360004000010378034'
30 Nov 2025,30 Nov 2025,ABTS SABIO ORGANICOS 00 CIUDAD DE MEX,1651.00,,,RFCEMS0912039N7,ABTS SABIO ORGANICOS 00 CIUDAD DE MEX,"AYUNTAMIENTO B 34
DEL CARMEN
CIUDAD DE MEXICO CDMX",,04100,MEXICO,'AT253340004000010354424'
30 Nov 2025,01 Dec 2025,ALMAQUIETA              CIUDAD DE MEX,143.00,,,RFCBBA830831LJ2 /REFCCJPWSLQZ0OO,ALMAQUIETA              CIUDAD DE MEX,"C ALFREDO CHAVERO 61
OBRERA
DF
CIUDAD DE MEXICO CDMX",,06800,MEXICO,'AT253350004000010411848'
30 Nov 2025,30 Nov 2025,"GITHUB, INC.            SAN FRANCISCO",263.23,14.00 USD,,,"GITHUB, INC.            SAN FRANCISCO","275 BRANNAN STREET
SAN FRANCISCO
CA",,94107,UNITED STATES,'AT253340004000010352370'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49900.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421257706268100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49800.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421227703268100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49700.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421227704168100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49600.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421277707868100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49500.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421237704668100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49400.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421227703568100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-49300.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421247706068100'
30 Nov 2025,30 Nov 2025,GRACIAS POR SU PAGO EN LINEA,-24780.21,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002533421227702968100'
30 Nov 2025,01 Dec 2025,PETCO CONDESA II        CUAUHTEMOC,1097.00,,,RFCMAS121116E51 /REF001166,PETCO CONDESA II        CUAUHTEMOC,"HUICHAPAN 2
HIPODROMO DE LA CONDESA
CUAUHTEMOC
CUAUHTEMOC",,06170,MEXICO,'AT253350004000010417458'
30 Nov 2025,01 Dec 2025,REST PAST FICELLE       CIUDAD DE MEX,552.00,,,RFCBBA830831LJ2 /REF60L0UT11IWTE,REST PAST FICELLE       CIUDAD DE MEX,"C TAMAULIPAS 39
CONDESA
DF
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT253350004000010411998'
29 Nov 2025,29 Nov 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,484.00,,,RFCANE140618P37 /REF1dTZf13qMO6z5RYTnJFP,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253330004000010372406'
29 Nov 2025,29 Nov 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1608.80,,,RFCTRA150604TW1 /REF272ef7c1-79b8-4cf5-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253330004000010371452'
29 Nov 2025,29 Nov 2025,UBER TRIP               HTTPS://HELP.UB,135.40,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253330004000010380168'
29 Nov 2025,29 Nov 2025,UBER TRIP               HTTPS://HELP.UB,454.63,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253330004000010376976'
28 Nov 2025,29 Nov 2025,BAR CANA 000243683      CIUDAD DE MEX,6992.00,,,RFCEMS0912039N7,BAR CANA 000243683      CIUDAD DE MEX,"LIVERPOOL LOC 4 5 6 9
JUAREZ
CIUDAD DE MEXICO CDMX",,06600,MEXICO,'AT253330004000010367304'
28 Nov 2025,29 Nov 2025,CHORIPA                 CIUDAD DE MEX,749.10,,,RFCBBA830831LJ2 /REFHCEUM3QGMZOG,CHORIPA                 CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253330004000010363193'
28 Nov 2025,29 Nov 2025,LIGA PAGO APP AGENTES   CIUDAD DE MEXIC,6971.91,,,RFCGNP9211244P0,LIGA PAGO APP AGENTES   CIUDAD DE MEXIC,"AV CERRO DE LAS TORRES 395
CAMPESTRE CHURUBUSCO
COYOACAN
MEXICO",,04200,MEXICO,'AT253330004000010381405'
28 Nov 2025,29 Nov 2025,LIGA PAGO APP AGENTES   CIUDAD DE MEXIC,27702.49,,,RFCGNP9211244P0,LIGA PAGO APP AGENTES   CIUDAD DE MEXIC,"AV CERRO DE LAS TORRES 395
CAMPESTRE CHURUBUSCO
COYOACAN
MEXICO",,04200,MEXICO,'AT253330004000010381406'
28 Nov 2025,29 Nov 2025,QUEVEDO OPTICA 2        MEXICO,16050.00,,,RFCOCO210917D13 /REF000784,QUEVEDO OPTICA 2        MEXICO,"LONDRES 28
JUAREZ
CUAUHTEMOC
MEXICO",,06600,MEXICO,'AT253330004000010354862'
28 Nov 2025,29 Nov 2025,REST SUCURSAL ALFIL     CUAUHTEMOC,1362.75,,,RFCBLI120726UF6 /REFNVFMELFBBLPX,REST SUCURSAL ALFIL     CUAUHTEMOC,"AVENIDA SONORA 57
CUAUHTEMOC",,06700,MEXICO,'AT253330004000010385243'
27 Nov 2025,27 Nov 2025,ANKR PBC                SAN FRANCISCO,4756.41,,,,ANKR PBC                SAN FRANCISCO,"354 OYSTER POINT BLVD
SOUTH SAN FRANCISCO",,94080,UNITED STATES,'AT253310004000010318216'
27 Nov 2025,28 Nov 2025,ATARANTADOS             CIUDAD DE MEX,360.25,,,RFCBBA830831LJ2 /REFINZVZMSHFZ7Z,ATARANTADOS             CIUDAD DE MEX,"C CORDOBA 113 L2
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253320004000010355263'
27 Nov 2025,27 Nov 2025,AUDIBLE*B218X6RM1       AMZN.COM/BILL,281.68,14.95 USD,,,AUDIBLE*B218X6RM1       AMZN.COM/BILL,"1 WASHINGTON PARK
NEWARK
NJ",,07102-3122,UNITED STATES,'AT253310004000010319384'
27 Nov 2025,29 Nov 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,395.00,,,,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT253330004000010357556'
26 Nov 2025,27 Nov 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,518.37,,,RFCANE140618P37 /REF33X7yelB3SpXY5xAZ61y,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253310004000010325938'
26 Nov 2025,26 Nov 2025,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00,,,RFCANE140618P37 /REF3npBhEmKzsjbJfq3FFqi,AMAZON MX*AD FREE FOR P MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253290004000010324946'
26 Nov 2025,27 Nov 2025,BOUT DH EXPRESS         CUAUHTEMOC,1250.00,,,RFCBLI120726UF6 /REFYULJHED2YAQW,BOUT DH EXPRESS         CUAUHTEMOC,"AVENIDA ALVARO OBREGON 250
CUAUHTEMOC",,06700,MEXICO,'AT253310004000010329463'
26 Nov 2025,27 Nov 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,354.20,,,RFCBBA830831LJ2 /REFBJO2ISMAO0WR,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253310004000010340519'
26 Nov 2025,26 Nov 2025,LAB MEDICO DEL CHOPO MO CIUDAD DE MEXIC,949.00,,,RFCLMC741212JN6 /REF393273832,LAB MEDICO DEL CHOPO MO CIUDAD DE MEXIC,"MONTERREY 104
ROMA SUR
CUAUHTEMOC
MEXICO",,06760,MEXICO,'AT253300004000010351482'
26 Nov 2025,26 Nov 2025,UBER TRIP               HTTPS://HELP.UB,115.10,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253300004000010334484'
25 Nov 2025,26 Nov 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,437.81,,,RFCANE140618P37 /REFuF59nZN2tgRHoRNjkLxy,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253300004000010337181'
25 Nov 2025,26 Nov 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,365.48,,,RFCANE140618P37 /REF1OEosUsk4xLbzvB45QV3,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253300004000010337566'
25 Nov 2025,27 Nov 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,286.00,,,RFCBBA830831LJ2 /REFOYRIOVD2PGSP,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253310004000010340448'
24 Nov 2025,25 Nov 2025,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,1078.70,,,RFCBBA830831LJ2 /REFFLROYMXUUKKU,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,"C HUICHAPAN 25 1
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253290004000010335500'
24 Nov 2025,24 Nov 2025,UBER TRIP               HTTPS://HELP.UB,601.56,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253280004000010376003'
24 Nov 2025,03 Dec 2025,WP100                   CUAUHTEMOC,26520.00,,,RFCWPX231214GV8 /REF033607137,WP100                   CUAUHTEMOC,"PACHUCA 100
CONDESA
CUAUHTEMOC
MEXICO",,06140,MEXICO,'AT253370004000010369003'
23 Nov 2025,23 Nov 2025,AEROMEXICO 8697744      NUEVO PORTAL,8442.84,,,"CARGO 03 DE 12
RFCAME880912I89 /REFHXFNPX",AEROMEXICO 8697744      NUEVO PORTAL,"AV PASEO DE LA REFORMA 243 25
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06500,MEXICO,'AT252900304000010308683'
23 Nov 2025,23 Nov 2025,APPLE.COM/BILL          CUPERTINO,17.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253270004000010314512'
23 Nov 2025,23 Nov 2025,APPLE.COM/BILL          CUPERTINO,129.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253270004000010314733'
23 Nov 2025,23 Nov 2025,APPLE.COM/BILL          CUPERTINO,257.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253270004000010314797'
23 Nov 2025,23 Nov 2025,APPLE.COM/BILL          CUPERTINO,319.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253270004000010314514'
23 Nov 2025,23 Nov 2025,EL PALACIO DE HIERRO DU MEXICO,3166.56,,,"CARGO 05 DE 09
RFCPHI830429MG6 /REF000000001217",EL PALACIO DE HIERRO DU MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252080504000010325280'
23 Nov 2025,25 Nov 2025,GOOGLE *NEST            G.CO/HELPPAY#,200.00,,,,GOOGLE *NEST            G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT253290004000010312004'
23 Nov 2025,24 Nov 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT253280004000010381264'
23 Nov 2025,23 Nov 2025,PALACIODEHIERRO DURANGO MEXICO,4263.25,,,"CARGO 06 DE 12
RFCPHI830429MG6 /REF843815",PALACIODEHIERRO DURANGO MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT251880604000010316517'
23 Nov 2025,24 Nov 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00,,,RFCOLA1012082G0 /REF4228382896,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253280004000010358063'
23 Nov 2025,24 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,648.05,"48.327,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253280004000010370838'
22 Nov 2025,25 Nov 2025,GUDASA RESTO SA         CAPITAL FEDERAL,1434.40,"107.360,00 ARS",,,GUDASA RESTO SA         CAPITAL FEDERAL,"SARMIENTO                 013340 LOC2
CAPITAL FEDERAL",,00001041,ARGENTINA,'AT253290004000010327168'
22 Nov 2025,23 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,71.61,"5.336,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253270004000010334778'
21 Nov 2025,25 Nov 2025,RACKET TENIS            CAPITAL FEDERAL,229.79,"17.200,00 ARS",,,RACKET TENIS            CAPITAL FEDERAL,"AVENIDA VALENTIN ALSINA   01450  LOC
CAPITAL FEDERAL",,00001001,ARGENTINA,'AT253290004000010327004'
20 Nov 2025,25 Nov 2025,J W BRADLEY BAR         CAPITAL FEDERAL,800.48,"59.915,00 ARS",,,J W BRADLEY BAR         CAPITAL FEDERAL,"GODOY CRUZ                018750 LOCD
CAPITAL FEDERAL",,00001414,ARGENTINA,'AT253290004000010327113'
18 Nov 2025,22 Dec 2025,PAYU-UBER 828987        BUENOSAIRES,53.17,"4.190,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253560004000010367049'
18 Nov 2025,22 Dec 2025,PAYU-UBER 828987        BUENOSAIRES,68.31,"5.374,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253560004000010367057'
