Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
15 Jan 2026,16 Jan 2026,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,275.00,,,RFCBBA830831LJ2 /REF001WSQZMMVAU,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260160004000010332116'
14 Jan 2026,15 Jan 2026,GONZALITOS TAQUERIA S   CIUDAD DE MEX,367.40,,,RFCBBA830831LJ2 /REFW0LDGIJ0DWYW,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260150004000010360274'
13 Jan 2026,13 Jan 2026,REST ATARANTADOS ROMA   CIUDAD DE MEX,385.25,,,RFCBMI9312038R3 /REF000000000426,REST ATARANTADOS ROMA   CIUDAD DE MEX,"CLL CORDOBA NO 133 2
ROMA NORTE
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260130004000010324875'
13 Jan 2026,13 Jan 2026,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1114.00,,,RFCTME840315KT6 /REF101455495169,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,"PARQUE VIA 198 PISO 11
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06599,MEXICO,'AT260130004000010334459'
13 Jan 2026,14 Jan 2026,THE REST IS HISTORY     HAYWARDS HEATH,148.52,6.00 GBP,,,THE REST IS HISTORY     HAYWARDS HEATH,"""21 PERRYMOUNT ROAD, 3RD FLOOR""
HAYWARDS HEATH",,RH16,UNITED KINGDOM,'AT260140004000010314834'
12 Jan 2026,14 Jan 2026,RESTAURAT CAMOMILA      CIUDAD DE MEX,247.50,,,RFCBBA830831LJ2 /REFVLH5ZPHTF65W,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260140004000010317557'
11 Jan 2026,12 Jan 2026,RESTAURANTE FERAL       CIUDAD DE MEX,2041.25,,,RFCBBA830831LJ2 /REFMPYA0OPWVFE7,RESTAURANTE FERAL       CIUDAD DE MEX,"AV MEXICO 157 SN
HIPODROMO CONDESA
DF
CIUDAD DE MEXICO CDMX",,06170,MEXICO,'AT260120004000010342720'
10 Jan 2026,10 Jan 2026,MERCADOPAGO*FORTE       Cuauht?moc,612.00,,,RFCMAG2105031W3 /REF140829417037,MERCADOPAGO*FORTE       Cuauht?moc,"QUERETARO 116-B
CUAUHTEMOC",,06700,MEXICO,'AT260100004000010310206'
10 Jan 2026,11 Jan 2026,SIE*PLAYSTATIONNETWO    877-971-7669,256.91,13.91 USD,,,SIE*PLAYSTATIONNETWO    877-971-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT260110004000010288821'
09 Jan 2026,09 Jan 2026,CONSULTORIO 2           CIUDAD DE MEX,1930.00,,,RFCBMN930209927 /REF731615857152,CONSULTORIO 2           CIUDAD DE MEX,"CL TEPIC NO 108
ROMA SUR
CIUDAD DE MEXICO CDMX",,06760,MEXICO,'AT260090004000010335481'
09 Jan 2026,09 Jan 2026,CONSULTORIO 3           CIUDAD DE MEX,2600.00,,,RFCBMN930209927 /REF821477549329,CONSULTORIO 3           CIUDAD DE MEX,"CA TEPIC NO 108
ROMA SUR
CIUDAD DE MEXICO CDMX",,06760,MEXICO,'AT260090004000010335483'
09 Jan 2026,10 Jan 2026,COSTCO POLANCO        7 DF,13781.25,,,RFCCME910715UB9 /REF07200005891314,COSTCO POLANCO        7 DF,"BLV M D C SAAVEDRA SN 397
IRRIGACION
MIGUEL HIDALGO
MEXICO",,11500,MEXICO,'AT260100004000010321407'
09 Jan 2026,09 Jan 2026,REST CANTON MEXICALI CO CUAUHTEMOC,1316.75,,,RFCBLI120726UF6 /REFIURLZPGPCI3N,REST CANTON MEXICALI CO CUAUHTEMOC,"AV. ALVARO OBREGON 264
CUAUHTEMOC",,06100,MEXICO,'AT260090004000010334758'
08 Jan 2026,08 Jan 2026,ALMANEGRA CAFE          CIUDAD DE MEX,44.00,,,RFCBMN930209927 /REF731613362630,ALMANEGRA CAFE          CIUDAD DE MEX,"CA ZACATECAS NO 180 E2
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260080004000010332508'
08 Jan 2026,13 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,506.00,,,RFCANE140618P37 /REF1jYruaHRo7yfAq1OZG4e,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260130004000010343812'
08 Jan 2026,09 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,1699.00,,,RFCANE140618P37 /REF3cchpCSm5opRfQu6YB6Y,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260090004000010355336'
08 Jan 2026,08 Jan 2026,FS *PUT.IO              877-327-8914,184.48,9.99 USD,,,FS *PUT.IO              877-327-8914,"801 GARDEN ST. #201
SANTA BARBARA
CA",,93101,UNITED STATES,'AT260080004000010307978'
08 Jan 2026,09 Jan 2026,LE PAIN QUOTIDIEN ROMA  MEXICO,323.40,,,RFCOLP080326HW2 /REF000481,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT260090004000010332001'
08 Jan 2026,08 Jan 2026,MERCADOPAGO*CARLOSMANUE Cuauht?moc,645.00,,,RFCMAG2105031W3 /REF141217067046,MERCADOPAGO*CARLOSMANUE Cuauht?moc,"TABASCO 242
CUAUHTEMOC",,06700,MEXICO,'AT260080004000010325561'
07 Jan 2026,07 Jan 2026,AMAZON MX*AMAZON RETAIL MEXICO CITY,328.16,,,RFCANE140618P37 /REF2rKkVzvlep50nFRoQzQ2,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260070004000010334993'
07 Jan 2026,07 Jan 2026,AMAZON MX*AMAZON RETAIL MEXICO CITY,2685.65,,,RFCANE140618P37 /REF25ayxGcAPY7R1l5HeEAn,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260070004000010336730'
07 Jan 2026,08 Jan 2026,REST TAQUERIAS ORINOCO  CUAUHTEMOC,259.60,,,RFCBLI120726UF6 /REFKMCOAEQXIV2F,REST TAQUERIAS ORINOCO  CUAUHTEMOC,"AV. ALVARO OBREGON 100
CUAUHTEMOC",,06700,MEXICO,'AT260080004000010323186'
07 Jan 2026,07 Jan 2026,WHITEPAPER.MX           SAN PEDRO GARZA,189.00,,,RFCSPM1410037E8 /REFCH_3SN24LL5II4PBUG50,WHITEPAPER.MX           SAN PEDRO GARZA,"AV. MANUEL GOMEZ MORIN
SAN PEDRO GARZA GARCIA",,66297,MEXICO,'AT260070004000010331624'
06 Jan 2026,06 Jan 2026,ETSY.COM - RETROVINTAGE IRELAND,12338.44,,,,ETSY.COM - RETROVINTAGE IRELAND,"66/67 GREAT STRAND STREET
DUBLIN",,D01 RW84,IRELAND,'AT260060004000010353434'
06 Jan 2026,07 Jan 2026,RESTAURAT CAMOMILA      CIUDAD DE MEX,198.00,,,RFCBBA830831LJ2 /REF10L4NV2J0O0G,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260070004000010340232'
06 Jan 2026,06 Jan 2026,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00,,,REF59J1JEX3,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260060004000010369032'
05 Jan 2026,05 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,749.00,,,RFCANE140618P37 /REF2qbyGX2XCzNJlzUq1VFv,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260050004000010329481'
05 Jan 2026,06 Jan 2026,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,379.50,,,RFCBBA830831LJ2 /REFJLDDWNHJU7IM,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260060004000010349786'
04 Jan 2026,05 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,799.00,,,RFCANE140618P37 /REF3eCIWABZw9JvJdEY4EN8,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260050004000010329936'
04 Jan 2026,05 Jan 2026,BLUMON PAY*SERV PARKLAN MIGUEL HIDALGO,126.50,,,RFCBPA150114KF1 /REF648706818083,BLUMON PAY*SERV PARKLAN MIGUEL HIDALGO,"FRAY PAYO DE RIVERA  320
MIGUEL HIDALGO",,11000,MEXICO,'AT260050004000010348279'
04 Jan 2026,05 Jan 2026,BUNA CAFE RICO LIVER    CIUDAD DE MEX,350.00,,,RFCBBA830831LJ2 /REF1RPODMI0WKDQ,BUNA CAFE RICO LIVER    CIUDAD DE MEX,"AV AMSTERDAM 285 SN
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260050004000010353893'
04 Jan 2026,05 Jan 2026,CGO AUT TELCEL REGION 8 MERIDA,2207.78,,,RFCRDI841003QJ4,CGO AUT TELCEL REGION 8 MERIDA,"CALLE 31 N-92 POR 20 Y 18 A
MEXICO
MERIDA",,97128,MEXICO,'AT260050004000010335574'
04 Jan 2026,05 Jan 2026,MERCADOPAGO*FIAMBRE     Alvaro Obreg?,501.58,,,RFCMAG2105031W3 /REF140664010712,MERCADOPAGO*FIAMBRE     Alvaro Obreg?,"CAMINO DESIERTO DE LOS LEONES 4780
ALVARO OBREGON",,01780,MEXICO,'AT260050004000010347937'
04 Jan 2026,05 Jan 2026,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,3672.61,200.00 USD,,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"1455 3RD ST
SAN FRANCISCO
CA",,94158,UNITED STATES,'AT260050004000010324639'
04 Jan 2026,04 Jan 2026,REST LE BON BISTRO      CIUDAD DE MEX,1305.25,,,RFCBMI9312038R3 /REF000000000137,REST LE BON BISTRO      CIUDAD DE MEX,"AMSTERDAM NO 225
HIPODROMO
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260040004000010276708'
03 Jan 2026,03 Jan 2026,*BODEGADEVICTORIA       CUAUHTEMOC,692.30,,,RFCFDM020722442 /REF73793216003600331857,*BODEGADEVICTORIA       CUAUHTEMOC,"AV PARQUE ESPANA
CUAUHTEMOC",,06140,MEXICO,'AT260030004000010310537'
03 Jan 2026,04 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,619.00,,,RFCANE140618P37 /REFlUm9jJvp76i3KP78aTiW,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260040004000010277090'
03 Jan 2026,05 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,1842.54,,,RFCANE140618P37 /REF2ZaLNguOrRZmIeRtZDw8,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260050004000010330027'
03 Jan 2026,03 Jan 2026,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00,,,RFCANE140618P37 /REF1PcGrmGlor2FO4cqCdyr,AMAZON MX*PRIME VIDEO C MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260030004000010304534'
03 Jan 2026,03 Jan 2026,APPLE.COM/BILL          CUPERTINO,239.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260030004000010300224'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49900.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296866068100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49800.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296866268100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49700.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296865968100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49600.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296865768100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49500.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296865268100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-49400.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296866568100'
03 Jan 2026,03 Jan 2026,GRACIAS POR SU PAGO EN LINEA,-28846.27,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002600316296865368100'
03 Jan 2026,03 Jan 2026,MERCADOPAGO*FLORESESPAN Coyoac?n,100.00,,,RFCMAG2105031W3 /REF139880587503,MERCADOPAGO*FLORESESPAN Coyoac?n,"CALLE R 42
COYOACAN",,04800,MEXICO,'AT260030004000010311692'
03 Jan 2026,03 Jan 2026,REST LINDY              MEXICO,2581.75,,,RFCTCI9904231T4 /REF731605313803,REST LINDY              MEXICO,"AV MEXICO 31
HIPODROMO
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT260030004000010302271'
03 Jan 2026,03 Jan 2026,UBER EATS               HTTPS://HELP.UB,1042.03,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260030004000010298255'
02 Jan 2026,02 Jan 2026,APPLE.COM/BILL          CUPERTINO,199.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260020004000010301600'
02 Jan 2026,02 Jan 2026,RAPPI*RAPPI MEXICO      MEXICO CITY,758.90,,,RFCTRA150604TW1 /REF138fe4d2-8ee9-479b-9,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT260020004000010292675'
02 Jan 2026,02 Jan 2026,UBER TRIP               HTTPS://HELP.UB,556.47,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260020004000010309639'
02 Jan 2026,02 Jan 2026,UBER,2607.99,141.07 USD,,,UBER TRIP               HTTPS://HELP.UB,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT260020004000010299169'
02 Jan 2026,03 Jan 2026,X CORP. PAID FEATURES   BASTROP,146.90,8.00 USD,,,X CORP. PAID FEATURES   BASTROP,"SUITE 900
1355 MARKET ST
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT260030004000010305385'
01 Jan 2026,01 Jan 2026,KINGS THEATRE           Brooklyn,1213.68,65.65 USD,,,KINGS THEATRE           Brooklyn,"1027 FLATBUSH AVENUE
BROOKLYN
NY",,11226,UNITED STATES,'AT253650004000010285874'
01 Jan 2026,01 Jan 2026,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,194.88,,,RFCOLA1012082G0 /REF4314915429,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260010004000010259639'
01 Jan 2026,02 Jan 2026,STARLINK                CIUDAD DE MEXIC,1305.00,,,RFCDME180122DU4 /REFIYGOZEC8TIOT,STARLINK                CIUDAD DE MEXIC,"AVENIDA INSURGENTES SUR 540
CIUDAD DE MEXIC",,06760,MEXICO,'AT260020004000010290087'
01 Jan 2026,02 Jan 2026,THOMPSON BEEKMAN HYATT  NEW YORK,17162.43,928.34 USD,,,THOMPSON BEEKMAN HYATT  NEW YORK,"123 NASSAU STREET
NEW YORK CITY
NY
NEW YORK",,10038,UNITED STATES,'AT260020004000010300348'
01 Jan 2026,01 Jan 2026,TST* EMMY SQUARED - WES NEW YORK,2192.02,118.57 USD,,,TST* EMMY SQUARED - WES NEW YORK,"35 DOWNING ST
NEW YORK
NY",,100144319,UNITED STATES,'AT260010004000010257704'
01 Jan 2026,01 Jan 2026,UBER,1275.61,69.00 USD,,,UBER TRIP               HTTPS://HELP.UB,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT260010004000010249365'
01 Jan 2026,02 Jan 2026,UNITED AIRLINES         HOUSTON,184.87,10.00 USD,,,UNITED AIRLINES         HOUSTON,"HSCAC - 12TH FLOOR
609 MAIN STREET
HOUSTON
TX",,77002,UNITED STATES,'AT260020004000010290575'
31 Dec 2025,31 Dec 2025,CHAMPION PIZZA (SOHO)   New York,333.90,18.11 USD,,,CHAMPION PIZZA (SOHO)   New York,"17 CLEVELAND PL
NEW YORK
NY",,100124052,UNITED STATES,'AT253640004000010344060'
31 Dec 2025,31 Dec 2025,FIDI WINE               New York,8049.89,435.43 USD,,,FIDI WINE               New York,"120 NASSAU ST
NEW YORK
NY",,100382437,UNITED STATES,'AT253650004000010284025'
31 Dec 2025,31 Dec 2025,LONGCHAMP               NY,21335.74,"1,154.08 USD",,,LONGCHAMP               NY,"251 LITTLE FALLS DRIVE
WILMINGTON
DE",,19808,UNITED STATES,'AT253650004000010293638'
31 Dec 2025,31 Dec 2025,MARC JACOBS INTERNATION NEW YORK,25965.13,"1,404.49 USD",,,MARC JACOBS INTERNATION NEW YORK,"127 PRINCE ST
NEWYORK
NY
NEW YORK",,10012,UNITED STATES,'AT253650004000010306105'
31 Dec 2025,31 Dec 2025,MARC JACOBS INTERNATION NEW YORK,-16001.81,865.56 USD,,,MARC JACOBS INTERNATION NEW YORK,"127 PRINCE ST
NEWYORK
NY
NEW YORK",,10012,UNITED STATES,'AT253650004000010290878'
31 Dec 2025,01 Jan 2026,MCNALLY JACKSON - SOHO  NEW YORK,1327.20,71.79 USD,,,MCNALLY JACKSON - SOHO  NEW YORK,"134 PRINCE STREET
NEW YORK
NY",,10012,UNITED STATES,'AT260010004000010243068'
31 Dec 2025,01 Jan 2026,NYCT PAYGO              NEW YORK,38.82,2.10 USD,,,NYCT PAYGO              NEW YORK,"ATTN: NYCT CONTROLLER
""2 BROADWAY, 15TH FLOOR""
NEW YORK
NY",,10004,UNITED STATES,'AT260010004000010255898'
31 Dec 2025,01 Jan 2026,NYCT PAYGO              NEW YORK,53.60,2.90 USD,,,NYCT PAYGO              NEW YORK,"ATTN: NYCT CONTROLLER
""2 BROADWAY, 15TH FLOOR""
NEW YORK
NY",,10004,UNITED STATES,'AT260010004000010260967'
31 Dec 2025,31 Dec 2025,PEAK RESTAURANT 2867488 NEW YORK,8711.92,471.24 USD,,,PEAK RESTAURANT 2867488 NEW YORK,"30 HUDSON YARDS FL 101
NEW YORK
NY",,10001,UNITED STATES,'AT253650004000010284506'
31 Dec 2025,01 Jan 2026,SP CINQASEPT            VERNON,8957.06,484.50 USD,,,SP CINQASEPT            VERNON,"5175 SOUTH SOTO STREET
VERNON
CA
LOS ANGELES",,90058,UNITED STATES,'AT260010004000010260762'
31 Dec 2025,01 Jan 2026,SP REUSED               NORTHPORT,8959.09,484.61 USD,,,SP REUSED               NORTHPORT,"11 ARGYLE DRIVE
NORTHPORT
NY",,11768,UNITED STATES,'AT260010004000010247892'
31 Dec 2025,31 Dec 2025,UBER,1108.49,59.96 USD,,,UBER TRIP               HTTPS://HELP.UB,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT253650004000010286764'
