Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
01 Feb 2026,01 Feb 2026,AWS EMEA                AWS.AMAZON.CO,149413.00,"8,394.49 USD",,,AWS EMEA                AWS.AMAZON.CO,"38 AVENUE JOHN F. KENNEDY
LUXEMBOURG",,L-1855,LUXEMBOURG,'AT260320004000010276779'
01 Feb 2026,01 Feb 2026,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,194.88,,,RFCOLA1012082G0 /REF4379047248,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260320004000010273557'
01 Feb 2026,01 Feb 2026,RAPPI*RAPPI MEXICO      MEXICO CITY,481.80,,,RFCTRA150604TW1 /REF281b8931-54fb-4de3-9,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT260320004000010289142'
01 Feb 2026,02 Feb 2026,STARLINK                CIUDAD DE MEXIC,1305.00,,,RFCDME180122DU4 /REFCZ8B6XZXH99R,STARLINK                CIUDAD DE MEXIC,"AVENIDA INSURGENTES SUR 540
CIUDAD DE MEXIC",,06760,MEXICO,'AT260330004000010305470'
01 Feb 2026,01 Feb 2026,UBER EATS               HTTPS://HELP.UB,493.52,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260320004000010281175'
31 Jan 2026,01 Feb 2026,REST CERVECERIA LA PATR MIGUEL HIDALGO,1207.50,,,RFCBLI120726UF6 /REFJF15E66R2OZO,REST CERVECERIA LA PATR MIGUEL HIDALGO,"RIO AMAZONAS 26 1
MIGUEL HIDALGO",,11850,MEXICO,'AT260320004000010282870'
30 Jan 2026,30 Jan 2026,"GITHUB, INC.            SAN FRANCISCO",249.18,14.00 USD,,,"GITHUB, INC.            SAN FRANCISCO","275 BRANNAN STREET
SAN FRANCISCO
CA",,94107,UNITED STATES,'AT260300004000010359135'
30 Jan 2026,31 Jan 2026,MERCADOPAGO*FLORESESPAN Coyoac?n,150.00,,,RFCMAG2105031W3 /REF144210700064,MERCADOPAGO*FLORESESPAN Coyoac?n,"CALLE R 42
COYOACAN",,04800,MEXICO,'AT260310004000010337461'
30 Jan 2026,31 Jan 2026,RESTAURAT CAMOMILA      CIUDAD DE MEX,242.00,,,RFCBBA830831LJ2 /REFFLROYMXUUKKU,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260310004000010348043'
29 Jan 2026,30 Jan 2026,GONZALITOS TAQUERIA S   CIUDAD DE MEX,393.80,,,RFCBBA830831LJ2 /REFPRZT0YJP7YXN,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260300004000010352922'
29 Jan 2026,30 Jan 2026,REST SOLOVINO           CUAUHTEMOC,50.00,,,RFCBLI120726UF6 /REFA33SPND5NGRK,REST SOLOVINO           CUAUHTEMOC,"POPOCATEPETL 32
CUAUHTEMOC",,06100,MEXICO,'AT260300004000010358753'
28 Jan 2026,29 Jan 2026,REST SOLOVINO           CUAUHTEMOC,132.00,,,RFCBLI120726UF6 /REFEOYQ5ZVJOOKF,REST SOLOVINO           CUAUHTEMOC,"POPOCATEPETL 32
CUAUHTEMOC",,06100,MEXICO,'AT260290004000010311933'
28 Jan 2026,29 Jan 2026,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,275.00,,,RFCBBA830831LJ2 /REFF1ZUTMXA0WXT,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260290004000010312976'
27 Jan 2026,27 Jan 2026,AUDIBLE*IE1TI6DW3       AMZN.COM/BILL,264.62,14.95 USD,,,AUDIBLE*IE1TI6DW3       AMZN.COM/BILL,"1 WASHINGTON PARK
NEWARK
NJ",,07102-3122,UNITED STATES,'AT260270004000010301434'
27 Jan 2026,29 Jan 2026,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,395.00,,,,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT260290004000010335379'
27 Jan 2026,28 Jan 2026,LE PAIN QUOTIDIEN ROMA  MEXICO,341.00,,,RFCOLP080326HW2 /REF000554,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT260280004000010335218'
26 Jan 2026,26 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,399.99,,,RFCANE140618P37 /REF1jjptmcmlRMMOyYl5bLs,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260260004000010372384'
26 Jan 2026,26 Jan 2026,AMAZON MX*AD FREE FOR P MEXICO CITY,50.00,,,RFCANE140618P37 /REF2biH3tdVOOpGDD68gbmP,AMAZON MX*AD FREE FOR P MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260260004000010355623'
26 Jan 2026,27 Jan 2026,RESTAURAT CAMOMILA      CIUDAD DE MEX,209.00,,,RFCBBA830831LJ2 /REF0I6FMGXRY1D8,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260270004000010313505'
26 Jan 2026,26 Jan 2026,UBER EATS               HTTPS://HELP.UB,586.38,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260260004000010348034'
25 Jan 2026,26 Jan 2026,AMAZON MX MARKETPLACE*A MEXICO CITY,999.00,,,RFCANE140618P37 /REF1k6RLAxRNgL11zevpsWe,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260260004000010375007'
24 Jan 2026,24 Jan 2026,*PET POINT              CUAUHTEMOC,780.00,,,RFCFDM020722442 /REF73793216024603707772,*PET POINT              CUAUHTEMOC,"FRONTERA 175
CUAUHTEMOC",,06700,MEXICO,'AT260240004000010334482'
24 Jan 2026,25 Jan 2026,BOUT CASA DENIM         CUAUHTEMOC,13300.00,,,RFCBLI120726UF6 /REFT2ZQXTGCZNPE,BOUT CASA DENIM         CUAUHTEMOC,"MARSELLA 70
CUAUHTEMOC",,06600,MEXICO,'AT260250004000010289198'
24 Jan 2026,25 Jan 2026,BOUT DH EXPRESS         CUAUHTEMOC,1350.00,,,RFCBLI120726UF6 /REFOXURO3XXPHPU,BOUT DH EXPRESS         CUAUHTEMOC,"AVENIDA ALVARO OBREGON 250
CUAUHTEMOC",,06700,MEXICO,'AT260250004000010289251'
24 Jan 2026,25 Jan 2026,GOOGLE*NEST             MOUNTAIN VIEW,200.00,,,,GOOGLE*NEST             MOUNTAIN VIEW,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT260250004000010275482'
24 Jan 2026,24 Jan 2026,MERCADOPAGO*ATLAWA      Cuauht?moc,900.00,,,RFCMAG2105031W3 /REF143370704686,MERCADOPAGO*ATLAWA      Cuauht?moc,"COLIMA 330
CUAUHTEMOC",,06700,MEXICO,'AT260240004000010312041'
24 Jan 2026,24 Jan 2026,MERCADOPAGO*LIVERPOOL   Cuauht?moc,481.85,,,RFCMAG2105031W3 /REF143373562458,MERCADOPAGO*LIVERPOOL   Cuauht?moc,"RIO TIGRIS47
CUAUHTEMOC",,06500,MEXICO,'AT260240004000010312225'
24 Jan 2026,24 Jan 2026,MERCADOPAGO*LIVERPOOL   Cuauht?moc,520.00,,,RFCMAG2105031W3 /REF143373906240,MERCADOPAGO*LIVERPOOL   Cuauht?moc,"RIO TIGRIS47
CUAUHTEMOC",,06500,MEXICO,'AT260240004000010311965'
24 Jan 2026,25 Jan 2026,RALLADO                 CIUDAD DE MEX,773.06,,,RFCBBA830831LJ2 /REFIQA2FJUUPK1A,RALLADO                 CIUDAD DE MEX,"C CAMPECHE 348 PB
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260250004000010276643'
24 Jan 2026,24 Jan 2026,RAPPI*RAPPI MEXICO      MEXICO CITY,1253.12,,,RFCTRA150604TW1 /REFf066c117-3281-4d4f-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT260240004000010323485'
24 Jan 2026,25 Jan 2026,REST OSTERIA CONDESA    CIUDAD DE MEX,2078.05,,,RFCBAF950102JP5 /REF000000000086,REST OSTERIA CONDESA    CIUDAD DE MEX,"AV MEXICO NO 188
HIPODROMO
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260250004000010286672'
24 Jan 2026,25 Jan 2026,UBER TRIP               HTTPS://HELP.UB,151.80,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260250004000010277914'
23 Jan 2026,23 Jan 2026,AEROMEXICO 8697744      NUEVO PORTAL,8442.84,,,"CARGO 05 DE 12
RFCAME880912I89 /REFHXFNPX",AEROMEXICO 8697744      NUEVO PORTAL,"AV PASEO DE LA REFORMA 243 25
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06500,MEXICO,'AT252900504000010308683'
23 Jan 2026,23 Jan 2026,APPLE.COM/BILL          CUPERTINO,17.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260230004000010411753'
23 Jan 2026,23 Jan 2026,APPLE.COM/BILL          CUPERTINO,129.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260230004000010411972'
23 Jan 2026,23 Jan 2026,APPLE.COM/BILL          CUPERTINO,576.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260230004000010412040'
23 Jan 2026,23 Jan 2026,APPLE.COM/BILL          CUPERTINO,1290.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT260230004000010411741'
23 Jan 2026,23 Jan 2026,EL PALACIO DE HIERRO DU MEXICO,3166.56,,,"CARGO 07 DE 09
RFCPHI830429MG6 /REF000000001217",EL PALACIO DE HIERRO DU MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252080704000010325280'
23 Jan 2026,23 Jan 2026,ETSY.COM - RETROVINTAGE IRELAND,-12338.44,,,,ETSY.COM - RETROVINTAGE IRELAND,"66/67 GREAT STRAND STREET
DUBLIN",,D01 RW84,IRELAND,'AT260230004000010405857'
23 Jan 2026,24 Jan 2026,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,159.00,,,,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,"1600 AMPHITHEATRE PARKWAY
MOUNTAIN VIEW",,94043,UNITED STATES,'AT260240004000010329126'
23 Jan 2026,24 Jan 2026,LE PAIN QUOTIDIEN ROMA  MEXICO,323.40,,,RFCOLP080326HW2 /REF000541,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT260240004000010326871'
23 Jan 2026,23 Jan 2026,PALACIODEHIERRO DURANGO MEXICO,4263.25,,,"CARGO 08 DE 12
RFCPHI830429MG6 /REF843815",PALACIODEHIERRO DURANGO MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT251880804000010316517'
23 Jan 2026,24 Jan 2026,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,200.00,,,RFCOLA1012082G0 /REF4360942747,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT260240004000010326734'
23 Jan 2026,23 Jan 2026,REST EL JAMIL           CIUDAD DE MEX,561.00,,,RFCBMI9312038R3 /REF000000000115,REST EL JAMIL           CIUDAD DE MEX,"AMSTERDAM NO 306 PB A 0
HIPODROMO
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT260230004000010397907'
23 Jan 2026,23 Jan 2026,UBER TRIP               HTTPS://HELP.UB,189.99,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT260230004000010401230'
23 Jan 2026,24 Jan 2026,ZTL*RIMESSA VINOS       CIUDAD DE MÉXIC,1390.00,,,RFCOPM150323DI1 /REF067009320348,ZTL*RIMESSA VINOS       CIUDAD DE MÉXIC,"AMSTERDAM HIPODROMO
CIUDAD DE MEXICO",,06170,MEXICO,'AT260240004000010338959'
22 Jan 2026,23 Jan 2026,GONZALITOS TAQUERIA S   CIUDAD DE MEX,378.40,,,RFCBBA830831LJ2 /REFRA6VLFO2S20B,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT260230004000010422329'
22 Jan 2026,23 Jan 2026,MERCADOPAGO*FLORESESPAN Coyoac?n,80.00,,,RFCMAG2105031W3 /REF143069553750,MERCADOPAGO*FLORESESPAN Coyoac?n,"CALLE R 42
COYOACAN",,04800,MEXICO,'AT260230004000010415417'
22 Jan 2026,23 Jan 2026,SERVICIOS INTEGRALES PA MEXICO,3750.00,,,RFCSIM9602219V3 /REF004002,SERVICIOS INTEGRALES PA MEXICO,"CINCINNATI 26
CIUDAD DE LOS DEPORTES
BENITO JUAREZ
MEXICO",,03710,MEXICO,'AT260230004000010395771'
